GEO/TIME;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
DE;2109090;2172540;2198120;2211570;2262520;2288310;2385080;2499550;2546490;2445730;2564400;2693560;2745310;2811350;2927430;3030070;3134100;3244990;3344370
DE1;308240.48;322213.29;323951.61;327194.28;331133.59;334114.17;355244.5;374565.53;378787.55;353140.96;382020.12;403714.44;411198.94;421664.47;438600.16;460316.41;471482.54;489220.68;504276.1
DE11;129306.24;136634.57;136337.49;138647.91;138792.34;138132.1;148559.76;157886.58;156416.5;144065.77;158881.1;168451.08;172883.52;177101.33;184808.88;196383.38;199130.31;207073.24;213361.65
DE111;34237.49;37206.13;38358.44;39671.39;39253.17;38344.2;41254.56;42955.46;40306.56;37702.49;41948.89;44231.4;45447.76;46105.82;47249.46;50966.71;50927.49;52926.29;:
DE112;13687.96;15066.68;14461.64;14745.71;14244.64;12742.65;14598.32;17549.78;16958.88;14599.86;18187.88;19560.91;19323.27;20390.84;21715.09;24468.29;24978.32;25487.18;:
DE113;14325.93;15362.69;14715.46;15092.05;15066.69;15095;16090.25;17045.43;17442.32;15404.44;16848.27;17954.3;18466.48;18431.39;19292.5;20404.21;20586.12;21786.22;:
DE114;6087.17;6136.25;6176.91;6284.84;6220.38;6134.89;6425;6749.02;6923.72;6251.81;6674.99;6965.88;7109.23;7504.76;7920.65;8485.53;8473.65;8613.07;:
DE115;14390.23;15268.12;15387.2;15458.28;15498.17;15860.89;16857.5;17794.16;18114.44;16712.21;18055.64;18894.15;19745.97;20466.65;21811.85;22772.06;23689.81;24613.52;:
DE116;10366.07;10429.74;10492.63;10379.85;10559.34;10603.94;11369.59;11531.87;11700.56;10826.58;11561.45;12165.74;12215.6;12567.5;13103.03;13535.59;13923.02;14506.38;:
DE117;5297.85;5472.36;5272.53;4713.63;4766.17;4869.51;5072.99;5097.77;5249.48;5110.17;5504.95;5574.17;5646.06;5823.96;5979.05;6383.04;6323.31;6535.23;:
DE118;8516.4;8875.71;8797.78;9250.75;9465.58;9873.77;11068.32;11668.84;12016.38;11275.75;11918.33;13116.41;14196.21;14854.24;15359.66;15908.94;15828.01;16670.02;:
DE119;3102.12;3198.5;3206.59;3216.27;3308.87;3404.41;3633.73;3891.16;3931.92;3745.07;3963.31;4310.41;4481.46;4534.42;4782.87;4946.2;5191.04;5423.41;:
DE11A;4583.6;4612.83;4790.13;4691.49;4854.56;5148.87;5409.96;5768.44;5992.61;5847.2;6149.01;6327.99;6566.65;6753.28;7051.57;7337.05;7580.14;7771.62;:
DE11B;3491.65;3440.33;3456.7;3509.67;3600.19;3741.03;3880.78;3951.89;4088.78;3875.31;4206.65;4355.04;4360.43;4344.35;4392.69;4619.85;4641.32;4870.13;:
DE11C;3654.54;3707.91;3593.82;3529.47;3630.21;3631.32;3799.64;3942.11;3943.98;4000.85;3932.79;4130.2;4131.24;3881.6;3987.47;4267.1;4447.05;4687.31;:
DE11D;7565.23;7857.3;7627.68;8104.53;8324.38;8681.61;9099.12;9940.64;9746.87;8714.04;9928.95;10864.49;11193.17;11442.52;12163;12288.81;12541.04;13182.85;:
DE12;78213.58;81434.87;82738.56;83022.57;84325.82;86141.14;90887.15;94844.78;97089.39;92533.42;97852.16;102206.22;103169.66;105119.86;108141.78;112855.28;115453.45;119586.4;123302.15
DE121;1860.39;1914.8;1968.32;2042.41;2106.59;2113.21;2191.08;2300.82;2406.38;2391.46;2433.57;2515.68;2635.81;2578.84;2739.38;2761.9;2809.3;2834.48;:
DE122;12909.51;13408.48;13239.23;13347.56;14226.27;14353.47;15311.65;15795.94;15573.95;15653.24;16294.31;16646.17;17061.34;17288.91;17770.61;18807.27;18919.22;19409.77;:
DE123;10116;10439.19;10715.09;10398.15;10460.08;10843.51;11727.92;12519.3;13522.68;12566.72;13176.3;13811.93;13894.38;13848.07;14110.14;15227.47;15563.09;16312.07;:
DE124;5864.07;6423.99;6357.9;6654.99;6876.41;7013.96;7386.04;7716.46;7600.58;6498.46;7755.63;8295.78;8108.59;8134.52;8624.08;9072.19;9490.75;9734.46;:
DE125;5835.34;5988.04;6049.89;5975.32;5834.41;5865.71;6328.58;6440.56;6750.08;6848.06;7011.2;7145.73;7668.67;7752.82;8196.34;8142.4;8310.3;8736.05;:
DE126;13381.33;13963.95;14854.01;15309.22;15050.86;15133.28;15543.65;16053.38;16660.56;16025.86;16245.81;16909.44;16973.52;17703.36;17880.1;18776.64;19156.77;19876.08;:
DE127;3088.93;3243.79;3269.45;3227.66;3210.6;3235.09;3364.49;3593.56;3661.85;3417.53;3667.66;3852.68;3964.35;4114.34;4122.08;4244.13;4308.51;4485.77;:
DE128;11735.85;12594.77;12818.88;12482.05;12615.06;13127.77;13804.58;14655.94;14963.35;14614;15241.09;16035.1;15445.29;15989.75;16445.09;17036.15;17631.09;18207.28;:
DE129;3498.49;3529.29;3482.92;3473.38;3587.84;3686.71;3862.92;3998.42;4078.83;3915.84;4360.22;4467.31;4773.93;5047.27;4926.83;4936.25;4938.11;5072.18;:
DE12A;3019.9;3026.73;3060.28;3114.94;3175.18;3279.85;3430.88;3522.98;3564.56;3333.25;3547.4;3798.38;3950.67;3909.96;4042.86;4131.93;4291.11;4445.49;:
DE12B;3887.93;3936.98;4015.58;4070.71;4239.67;4424.22;4552.78;4649.45;4606.32;4092.36;4487.76;4894.71;4919.12;4949.81;5245.02;5546.6;5700.43;5910.59;:
DE12C;3015.84;2964.85;2907.01;2926.18;2942.86;3064.35;3382.59;3597.99;3700.26;3176.62;3631.19;3833.31;3773.99;3802.22;4039.25;4172.34;4334.77;4562.19;:
DE13;53836.89;55425.14;55808.16;56057.69;57095.14;57911.14;61213.24;63957.54;65663.2;61466.46;65450.67;69384.8;70437.88;72728.03;76523.22;79038.33;81267.53;84232.1;86859.14
DE131;7149.83;7366.78;8000.82;7694.68;7728.75;7918.8;8139.29;8509.28;8579.34;8755.04;9111.49;9497.71;9658.53;10042.02;10523.18;10800.19;11134.19;11555.63;:
DE132;4662.01;4889.46;4844.38;4928.72;4962.02;4969.96;5278.68;5477.46;5611.94;5327.26;5752.07;6152.94;6322.45;6605.09;6990.19;7172.76;7468.03;7656.45;:
DE133;3089.5;3097.76;3075.75;3053.75;3167.69;3206.95;3371.9;3521.31;3718.82;3413.21;3698.84;3958.95;4020.89;4179.47;4455.77;4778.8;4806.56;5110.07;:
DE134;11206.25;11496.01;11700.91;11772.37;12203.79;12375.12;13084.16;13743.69;13979.3;12970.78;13598.54;14559.92;14153.38;14530.73;15151.85;15655;16379.77;16920.44;:
DE135;3893.81;4051.58;4002.94;4006.94;4046.66;4104.67;4250.12;4458.83;4577.22;4104.47;4537.47;4773.58;4924.12;5037.15;5341.35;5636.14;5708.69;5973.06;:
DE136;5321.93;5513.1;5359.8;5394.48;5491.85;5483.25;5867.87;6090.79;6346.23;5675.88;6161.11;6566.29;6691.86;6823.57;7366.1;7687.46;7756.47;8069.07;:
DE137;3587.72;3649.72;3637.18;3704.83;3837.35;3939.03;4349.7;4558.84;4769.75;4183.38;4753.51;5196.72;5402.8;5424.91;5831.41;6023.24;6322.37;6594.45;:
DE138;6092.37;6472.4;6233.63;6461.9;6370.94;6646.97;7109.02;7549.85;7728.83;7422.52;7614.95;7890.5;8168.28;8691.25;8884.49;9018.58;9406.84;9678.08;:
DE139;5455.4;5410.04;5564.12;5545.55;5675.14;5618.9;5904.7;6104.27;6298.56;5848.39;6153.65;6542.13;6806.38;6941.51;7257.86;7370.71;7212.41;7454.13;:
DE13A;3378.08;3478.29;3388.63;3494.47;3610.94;3647.48;3857.8;3943.22;4053.2;3765.54;4069.04;4246.07;4289.19;4452.33;4721.02;4895.47;5072.2;5220.71;:
DE14;46883.77;48718.72;49067.41;49466.11;50920.28;51929.8;54584.33;57876.63;59618.46;55075.3;59836.19;63672.33;64707.87;66715.24;69126.27;72039.41;75631.26;78328.95;80753.16
DE141;7517.26;7737.89;7903.05;7834.36;8192.79;7867.8;8338.59;8713.18;9022.69;8119.89;8826.97;9251.09;9344.1;9886.9;10501.59;10719.28;11081.35;11293.56;:
DE142;4354.96;4552.54;4564.07;4504.01;4614.31;4820.64;5087.17;5313;5534.65;5308.11;5637.68;5953.13;6200.15;6449.22;6675.15;6931.4;7390.28;7697.84;:
DE143;4570.29;4636.65;4590.41;4582.54;4590.17;4746.3;4972.73;5198.56;5250.1;4791.77;5180.51;5496.52;5580.82;5762.69;5922.84;6036.24;6237.83;6486.75;:
DE144;5864.95;5987.45;5791.98;6097.46;6314.29;6625.48;6886.05;7490.59;7354.35;7245.91;7652.79;8088.37;7995.76;8234.09;8308.73;8874.36;9131.39;9329.1;:
DE145;3654.87;3723.3;3704.52;3677.81;3763.28;3866.31;4147.99;4555.73;4833.57;4389.37;4808.62;4940.06;4872.48;5148.96;5356.94;5418.35;5689.35;5839.3;:
DE146;4859.3;5060.55;5300.28;5368.3;5685.65;6046.12;6355.98;6836.75;7179.02;6728.88;7214.49;7813.89;8368.71;8177.16;8515.7;9250.73;9632.88;10064.68;:
DE147;5803.63;6304.09;5986.43;6105.84;6421.17;6628.69;7079.46;7623.81;7772.77;6625.82;7792.61;8681.62;8677.28;8984;9258.45;9409.05;10419.91;10831.16;:
DE148;7176.03;7655.86;8214.81;8254.21;8209.6;8081.43;8245.32;8521.62;8938.36;8420.85;9147.9;9593.78;9722.33;10062.36;10350.55;10953.31;11529.04;12116.88;:
DE149;3082.48;3060.38;3011.88;3041.58;3129.01;3247.02;3471.05;3623.38;3732.94;3444.71;3574.62;3853.86;3946.24;4009.86;4236.32;4446.67;4519.22;4669.67;:
DE2;357384.12;371159.96;379633.17;376652.22;389200.72;394666.29;411477.26;431208.56;434354.97;424247.8;447479.3;478826.33;491731.09;506408.82;528370.58;550241.77;573771;598941.9;617146.23
DE21;154959.38;162328.38;165339.38;163708.75;169396.84;172161.58;179559.29;189414.72;187253.7;183832.23;192501.5;207089.39;214130.07;222309.54;231278.79;242949.81;253269.39;265347.36;273695.47
DE211;5919.42;6641.42;6718.83;7157.5;7232.62;7754.26;8954.03;9125.85;8160.69;8292.7;9938.32;11849.85;13578.99;15939.72;15958.4;17178.21;16901.78;16787.19;:
DE212;70440.97;72897.31;74158.22;72532.08;75407.97;75595.32;78885.94;83487.12;80953.18;79043.21;81615.65;87158.48;91247.7;95742.23;100446.53;104963.26;109116.19;114787.83;:
DE213;2186.44;2144.39;2211.8;2044.73;2169.17;2243.31;2348.51;2362.21;2414.45;2400.07;2421.67;2560.12;2606.71;2697.73;2788.53;2887.99;3126.15;3225.85;:
DE214;3582.17;3620.65;3600.28;3518.05;3580.21;3749.48;4093.11;4351.69;4591.24;4200.55;4890.61;4973.9;4755.34;4559.34;4808.66;5060.73;5107.25;5337.18;:
DE215;2037.41;2126.27;2134.57;2102.32;2149.02;2159.98;2224.99;2317.27;2476.36;2441.68;2555.31;2637.41;2680.6;2800.88;2946.02;3124.08;3257.77;3410.41;:
DE216;2498.06;2640.64;2702.74;2667.32;2705.75;2774.43;2863.37;2940.88;2961.49;2775.29;2898.99;3052.32;3102.96;3233.51;3411.66;3525.89;3503.4;3648.49;:
DE217;2280.54;2579.46;2637;2633.97;2623.69;2765.66;2675.97;2885.05;2873.2;2796.59;2983.45;3228.17;3379.69;3488.79;3716.71;3876.01;4128.17;4310.98;:
DE218;2502.81;2621.29;2685.72;2701.54;2877.32;2935.92;3063.3;3247.23;3382.06;3283.06;3279.07;3561.15;3495.45;3617.68;3931.03;4104.43;4271.86;4506.18;:
DE219;2186.52;2309.77;2317.86;2361.33;2465.69;2444.9;2543.24;2667;2849.81;2751.71;3064.85;3244.45;3267.37;3478.74;3688.64;3959.16;4150.19;4418.6;:
DE21A;2267.03;2275.7;2345.34;2366.37;2503.06;2537.76;2669.63;2695.31;2782.1;2755.02;2966.83;3118.98;3435.04;3587.24;3721.48;3851.81;4124.79;4329.92;:
DE21B;5101.4;5479.91;5614.33;5512.93;5942.02;6033;6346.49;6679.29;6527.82;6492.53;6818.26;6999.55;6970.07;7170.15;7278.34;7665.76;7861.75;8072.75;:
DE21C;3178.81;3322.22;3504.36;3436.86;3517.43;3608.26;3649.32;3744.84;3921.13;3877.28;4114.81;4329.35;4474.4;4660.35;5079.54;5207.48;5393.26;5539.26;:
DE21D;1870.03;1856.3;1863.26;1825.8;1858.57;1834.56;1865.73;1927.54;1949.83;1942.48;2093.38;2025.34;2126.6;2181.06;2275.39;2429.53;2467.44;2569.36;:
DE21E;2179.06;2263.4;2273.68;2292.87;2400.15;2443.58;2482.35;2665.23;2753.79;2728.91;2934.24;3016.69;3156.8;3281.35;3421.61;3582.09;3794.33;3886.24;:
DE21F;1907.13;1974.7;2036.42;1997.46;2034.45;2088.9;2210.84;2408.06;2478.44;2432.74;2479.14;2637.73;2765.06;2793.85;3006.48;3164.12;3290.6;3386.34;:
DE21G;2229;2283.34;2374;2451.06;2455.02;2496.66;2582.27;2714.89;2685.77;2721.06;2962.15;3115.68;3109.39;3217.69;3360.83;3387.09;3599.46;3805.78;:
DE21H;22718.64;25056.7;25273.59;24944.92;25456.33;26566.17;26761.51;28726.22;28296.65;28432.36;27883.42;31199.27;31593.96;30878.96;31015.36;33293.88;35705.05;37528.47;:
DE21I;1957.86;2090.48;2113.56;2191.15;2250.76;2247.34;2372.83;2472.39;2590.34;2583.31;2795.85;2817.82;2907.79;2841.08;2927;3036.34;3237.47;3446.41;:
DE21J;2175.31;2286.39;2565.9;2529.38;2595.71;2540.76;2754.57;2776.24;2892.73;2851.31;4282.2;4307.91;4039.94;4149.53;4196.66;4677.58;4934.19;5601.52;:
DE21K;4460.68;4703.59;4847.87;4948.78;5141.18;5199.93;5488.64;5763.49;6021.78;5832.43;6038.81;6568.06;6811.52;6950.96;7403.89;7657.73;7841.33;8158.46;:
DE21L;3883.51;3851.97;3947.35;3960.58;4144.77;4421.91;4715.23;5105.09;5085.46;4679.33;4581.01;4954.2;4785.67;4917.3;5087.43;5258.85;5636.1;6198.98;:
DE21M;4451.52;4205.99;4107.21;4077.95;4245.08;4156.93;4295.3;4558.25;4790.98;4764.75;5112.59;5644.02;5679.35;5864.32;6230.56;6352.99;6739.51;7056.65;:
DE21N;2945.05;3096.5;3305.49;3453.79;3640.88;3562.54;3712.12;3793.57;3814.4;3753.88;3790.87;4088.93;4159.66;4257.09;4578.04;4704.79;5081.35;5334.52;:
DE22;27082.53;28803.7;29379.59;29225.5;30523.5;30870.8;32002.93;33717.58;34247.22;33359.62;36362.27;38831.24;38699.82;39983.21;42501.93;43537;45161.08;47108.57;48465.84
DE221;2291.15;2626.36;2526.69;2589.72;2786.42;2833.6;2880.11;3119.12;2966.06;2940.92;3026.48;3260.65;3396.37;3553.79;3779.44;3663.12;3865.43;4086.23;:
DE222;2054.51;2064.23;2152.35;2176.06;2252.23;2380.41;2481.79;2688.44;2842.7;2596.76;2745.91;3186.1;2893.5;2959.31;3047.8;3095.06;3246.64;3461.61;:
DE223;1563.98;1631.24;1714.12;1718.8;1738.61;1805.71;1872.82;1892.69;1974.05;1877.71;2001.82;2061.18;2042.78;2058.21;2152.58;2280.06;2355.75;2461.64;:
DE224;2878.19;2871.9;2900.26;2915.51;3142.54;3054.95;3120.49;3250.79;3402.74;3319.54;3528.33;3618.56;3828.31;3939.52;4248.79;4315.25;4431.75;4621.4;:
DE225;1323.59;1391.37;1374.01;1343.31;1409.47;1442.76;1451.56;1521.94;1579.03;1510.32;1595.05;1718.1;1762.73;1924.11;2012.25;2126.27;2172.09;2261.74;:
DE226;2223.82;2414.49;2437.62;2394.91;2540.15;2472.75;2569.28;2607.98;2751.71;2669.8;3055.32;3189.37;3132.05;3259.52;3436.61;3557.9;3718.1;3813.16;:
DE227;3139.09;3131.09;3364.32;3158.94;3152.96;3339.91;3536.98;3846.1;4114.26;4092.46;4472.28;4592.58;4410.46;4612.73;4821.74;4835.56;5238.11;5317.18;:
DE228;3503.03;3635.63;3727.42;3590.45;3766.85;3747.18;3904.01;4107.26;4273.9;4110.46;4386.29;4701.05;4809.84;4824.35;5023.48;5134.63;5347.09;5621.64;:
DE229;1481.13;1537.56;1566.43;1528.97;1568.72;1573.57;1644.2;1721.49;1772.12;1691.48;1817.97;1926.32;1997.03;2047.28;2124.23;2247.3;2321.81;2409.62;:
DE22A;2454.39;2428.94;2512.12;2568.35;2657.81;2655.69;2719.53;2756.97;2839.44;2835.74;3056.36;3295.91;3268.58;3321.36;3475.67;3591.41;3620.25;3739.05;:
DE22B;1463.43;1561.16;1612.38;1580.53;1673.97;1633.71;1752.71;1782.25;1892.92;1813.27;1975.03;2019.21;2122.17;2290.74;2360.45;2535.11;2619.4;2690.2;:
DE22C;2706.21;3509.74;3491.88;3659.94;3833.77;3930.56;4069.44;4422.55;3838.31;3901.15;4701.44;5262.21;5035.99;5192.3;6018.9;6155.32;6224.67;6625.11;:
DE23;26402.87;26758.28;27635.48;27663.01;28308.18;29030.27;30091.83;32095.69;33099.31;31928.77;34346.85;36624.27;37437.36;38477.03;40736.37;41953.95;43454.51;45864.05;47273.39
DE231;1522.21;1570.58;1668.18;1612.43;1502.42;1563.95;1584.18;1652.07;1766.57;1768.11;1760.9;1874.65;1984.4;2013.34;2094.26;2134.67;2229.37;2368.98;:
DE232;7306.48;7112.73;7165.84;7556.95;7998.36;8075.16;8469.42;9458.98;9659.32;8981.21;10261.37;10824.46;10792.58;10934.32;11636.44;11930.25;12174.43;13396.72;:
DE233;1697.54;1799.8;1795.69;1768.61;1746.53;1788.95;1870.08;1959.73;1983.41;1958.07;1987.35;2076.56;2060.22;2096.35;2156.52;2210.55;2298.08;2361.05;:
DE234;1739.57;1813.87;1897.03;1817.18;1846.83;1820.54;1902.67;2062.63;2087.48;1974.17;2076.86;2289.94;2329.24;2408.1;2588.44;2509.96;2666.45;2756.16;:
DE235;2596.35;2652.19;2814.66;2787.56;2807.78;2849.33;3080.03;3266.87;3312.69;3372.03;3413.92;3744.87;3717.25;3675.52;4021.4;4182.23;4338.72;4527.36;:
DE236;2601.22;2572.52;2725.32;2629.53;2777.26;2927.64;3004.4;3083.52;3317.8;3462.4;3736.54;3915.61;3896.67;4162.59;4468.16;4678.22;4853.5;5066.14;:
DE237;1740.58;1808.86;1849.73;1807.1;1787.99;1848.67;1806.33;1952.75;2019.75;1975.22;2080.46;2229.12;2341.49;2450.35;2642.23;2760.07;2786.61;2889.08;:
DE238;2564.77;2618.34;2742.04;2860.79;2937.74;3043.9;3172.08;3310.98;3472.81;3110.3;3403.56;3705.34;3857.25;4040.97;4261.11;4395.55;4609.75;4689.54;:
DE239;3098.3;3253.38;3368.06;3226.41;3287.89;3500.81;3545.96;3642.57;3679.81;3524.22;3751.84;3989.84;4318.04;4563.82;4718.96;4835.92;5049.57;5295.97;:
DE23A;1535.86;1556.01;1608.93;1596.44;1615.35;1611.31;1656.68;1705.59;1799.67;1803.04;1874.04;1973.88;2140.25;2131.66;2148.85;2316.52;2448.04;2513.06;:
DE24;25089.18;26050.18;26017.99;25606.9;26389.95;26429.7;27962.82;28827.06;29121.78;29096.8;30458.91;32348.23;32942.39;33439.72;34599.46;36397.35;37784.41;39494.54;40594.82
DE241;2860.01;3182.87;3197.04;3208.45;3119.2;3224.44;3402.34;3503.91;3591.62;3387.65;3698.33;3831.27;3790.65;3947;3977.59;4175.61;4442.27;4765.81;:
DE242;2987.35;3149.75;3151.88;2954.98;3020.21;3043.97;3126.32;3217.62;3275.84;3299.45;3395.59;3595.66;3777.45;3930.66;4081.24;4278.35;4508.65;4795.98;:
DE243;1829.78;1607.84;1639.7;1640.6;2071.18;1993.94;2390.67;2674.58;2599.57;2803.02;2675.81;2912.1;3132.23;3116.63;3184.09;3437.2;3674.12;3794.62;:
DE244;1551.87;1659.08;1643.88;1580.69;1597.27;1552.57;1571.05;1629.06;1639.35;1597.98;1695.6;1782.07;1811.81;1765.37;1776.63;1821.39;1851.32;1889.21;:
DE245;2024.78;2240.74;2300.89;2267.97;2409.34;2424.38;2567.84;2596.9;2572.19;2595.65;2827.98;3065.66;3153.18;3214.36;3368.59;3550.69;3625.17;3683.95;:
DE246;1752.19;1631.18;1584.51;1628.71;1592.46;1584.05;1677.79;1728.84;1767.18;1725.21;1763.06;1923.21;1904.89;1924.25;2016.59;2072.1;2134.71;2203.31;:
DE247;1892.02;1986.39;1776.7;1719.85;1687.77;1654.15;1715.2;1818.79;1824.28;1810.33;1915.76;1953.78;2042.66;2038.67;2148.87;2236.94;2255.19;2312.21;:
DE248;1712.27;1731.22;1777.73;1808.55;1833.61;1842.23;1954.22;1984.5;2052.2;2036.07;2103.48;2297.86;2369.28;2443.51;2630.58;2953.88;3002.76;3420.76;:
DE249;1925.5;2003.11;2005.95;1991.85;2022.75;2036.02;2112.92;2134.85;2272.67;2346.49;2518.92;2668.24;2710.42;2782.71;2854.66;3041.44;3209.71;3299.7;:
DE24A;1644.71;1688.62;1790.15;1639.84;1769.59;1750.61;1886.27;1931.17;1832.38;1757.48;1833.99;1933.01;1886.68;1875.29;1996.87;2025.3;2111.07;2134.88;:
DE24B;1565.43;1641.03;1657.03;1648.56;1635.81;1670.2;1702.55;1797.78;1862.51;1951.42;1977.71;2059.24;2188.23;2188.35;2241.65;2308.95;2404.28;2458.52;:
DE24C;1575.88;1672.63;1734.57;1798.86;1885.38;1893.67;2025.27;1945.97;1965.41;1910.98;2061.38;2206.75;2083.54;2080.78;2125.31;2230.16;2243.58;2310.64;:
DE24D;1767.39;1855.73;1757.97;1718;1745.37;1759.49;1830.39;1863.11;1866.58;1875.07;1991.31;2119.37;2091.36;2132.16;2196.79;2265.36;2321.59;2424.95;:
DE25;47169.4;47195.04;49000.39;48681.3;51001.13;50514.87;52438.57;54686.04;56393.13;55397.9;57805.45;61230.51;63265.56;64638.8;67245.8;70062.89;73415.66;76377.28;78647.47
DE251;1394.51;1471.84;1528.44;1556.18;1562.58;1654.33;1713.02;1704.66;1721.36;1671.86;1887.53;1977.26;2008.53;2082.57;2097.88;2214.02;2314.15;2461.83;:
DE252;5793.89;5009.08;5384.15;5691.45;6036.43;5729.38;6130.54;6535.81;7241.1;7504.67;7562.12;8170.67;8659.35;8508.41;8902.61;9695.55;9998.88;10254.57;:
DE253;3036.78;3098.1;3310.24;3270.1;3301.85;3272.05;3446.25;3509.64;3394.53;3338.21;3253.59;3416.89;3514.78;3600.73;3833.46;4048.88;4193.83;4492.69;:
DE254;19021.72;19242.95;19996.24;19250.46;20970.26;20325.16;21055.79;22043.72;22501.45;21849.88;22606.97;23830.91;24613.58;25244.42;26170.52;27077.06;28712.58;30207.08;:
DE255;1056.89;1144.64;1177.87;1191.4;1148.68;1171.86;1213.94;1261.62;1155.28;1114.38;1188.79;1177.23;1229.71;1258.7;1305.76;1362.8;1386.29;1480.35;:
DE256;3376.05;3555.49;3581.12;3597.96;3673.65;3704.1;3813.43;3821.62;4069.46;4104.1;4434.49;4666.87;4749.51;4913.67;5063.94;5072.33;5332.14;5494.99;:
DE257;2698.73;2568.07;2805.2;2865.95;2895.57;3072.63;3154.25;3368.36;3206.67;3112.85;3460.57;3629.37;3804.41;3953.82;4190.05;4441.36;4736.81;4673.75;:
DE258;1637.37;1754.07;1719.63;1716.49;1753.61;1805.96;1860.14;1934.5;2133.07;2025.95;2135.52;2263.71;2323.03;2340.83;2468.48;2522.76;2559.66;2629.2;:
DE259;3368;3453.79;3375.35;3484.33;3428.69;3593.28;3737.98;3910.23;4135.26;3940.12;4154.92;4449.79;4555.28;4664.28;4872.24;5067.18;5200.43;5310.21;:
DE25A;1800.48;1813.05;1839.46;1781.23;1829.24;1830.49;1887.14;1989.41;2069.6;2027.03;2095.78;2259.16;2321.82;2394.17;2515.53;2584.49;2699.36;2882.28;:
DE25B;2105.74;2155.87;2253.69;2214.59;2318.39;2329.77;2379.64;2493.53;2583.71;2575.13;2763.67;2941.04;3055.19;3145.28;3160.5;3265.63;3488.57;3584.66;:
DE25C;1879.24;1928.09;2028.99;2061.17;2082.18;2025.86;2046.44;2112.95;2181.63;2133.73;2261.5;2447.6;2430.36;2531.92;2664.83;2710.83;2792.95;2905.67;:
DE26;33142.58;34699.52;35287.38;35361.86;36027.77;37119.42;38362.14;40043.51;40320.53;38439.1;40858.82;43944.46;44573.96;45427.41;46938.38;47928.27;50312.35;52106.01;53689.63
DE261;2915.08;3251.34;3201.2;3337.76;3408.02;3750.22;4291.83;4337.85;4084.75;3938.92;4185.95;4667.67;4756.3;4650.05;4601.36;4798.95;5253.07;4793.21;:
DE262;3063.7;3218.63;3502.04;3384.57;3680.8;3991.73;3946.61;4133.49;4104.33;3540.07;4222.66;4645.72;4713.45;4701.9;4867.55;4853.14;5138.73;5500.03;:
DE263;5309.95;5358.17;5350.27;5398.77;5486.99;5565.09;5564.58;5688.2;5880.1;5856.84;6095.77;6404.41;6687.92;6990.56;7234.35;7387.69;7496.45;7832.82;:
DE264;4127.8;4280.28;4526.25;4474.84;4345.81;4345.05;4451.22;4856.87;4943.81;4661.58;4616.29;5078.17;4908.32;5013.05;5081.14;5072.03;5329.08;5678.4;:
DE265;2194.19;2229.68;2241.47;2251.37;2230.53;2235.62;2274.92;2364.7;2419.09;2367.81;2461.11;2610.68;2687.3;2822.42;2950.2;3176.18;3285.41;3359.16;:
DE266;1867.37;1882.48;1935.92;1976.95;2056.21;2043.57;2042.09;2118.01;2164.21;2162.72;2209.27;2350.25;2500.72;2507.29;2696.88;2769.83;2915.98;3057.13;:
DE267;1831.61;1897.95;1831.09;1762.73;1843.53;1836.74;1947.51;1978.48;1944.19;1903.77;1989.82;2118.4;2185.99;2286.83;2338.13;2402.61;2533.84;2613.88;:
DE268;1793.58;1808.93;1868.7;1911.24;1964.12;2000.53;2136.05;2180.47;2295.1;2230.5;2386.21;2643.13;2509.25;2582.28;2627.82;2795.49;2992.11;3298.64;:
DE269;2635.62;2889;2805.64;3013.2;3001.43;3123.91;3215.83;3335.57;3234.83;3084.42;3362.08;3640.17;3691.94;3741.83;3938.93;3978.78;4251.98;4404.62;:
DE26A;3014.15;3296.54;3246.75;3102.88;3137.77;3215.77;3274.79;3508.56;3545.22;3263.78;3778.9;3917.51;3924.05;3913.99;4105.54;4072.58;4326.12;4500.25;:
DE26B;1779.48;1764.94;1817.87;1711.11;1766.45;1811.8;1901.26;1983.22;2183.51;2172.2;2167.77;2324.93;2322.22;2476.24;2559.2;2400.34;2362.47;2481.05;:
DE26C;2610.04;2821.6;2960.17;3036.43;3106.12;3199.4;3315.45;3558.1;3521.41;3256.49;3382.98;3543.42;3686.5;3740.97;3937.27;4220.65;4427.11;4586.81;:
DE27;43538.18;45324.85;46972.95;46404.92;47553.34;48539.67;51059.67;52423.96;53919.3;52193.39;55145.51;58758.24;60681.92;62133.1;65069.86;67412.51;70373.61;72644.1;74779.63
