GEO/TIME;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
DE40H;3308.7;3548.52;3409.12;3653.41;4228.71;4130.12;3326.22;3464.1;3558.91;3374.36;3758.72;4112.7;4382.41;4629.61;5136.08;5379.16;5670.9;6074.72;:
DE40I;2735.71;2889.91;2750.21;2612.71;2666.8;2688.66;2965.84;2889.87;2829.32;2588.15;2952.9;2791.68;2929.02;3084.6;3150.81;3445.54;3497.85;3657.49;:
DE5;22238.41;23033.78;23653.52;24287.74;24552.61;24921.75;26139.74;27085.09;27453.94;24973.09;26465.33;27452.65;28611.63;28920.86;29869.22;30799;31370.74;32562.64;33707.61
DE50;22238.41;23033.78;23653.52;24287.74;24552.61;24921.75;26139.74;27085.09;27453.94;24973.09;26465.33;27452.65;28611.63;28920.86;29869.22;30799;31370.74;32562.64;33707.61
DE501;19288.88;20061.48;20687.62;21126.4;21441.28;21602.14;22640.78;23566.48;24135.28;21890.63;23315.1;24496.99;25525.55;25345.73;26231.7;27035.57;27463.74;28471.28;:
DE502;2949.54;2972.3;2965.91;3161.35;3111.33;3319.61;3498.95;3518.61;3319.93;3083.75;3151.97;2957.4;3087.21;3575.98;3637.86;3764.35;3908.58;4092.36;:
DE6;77993.53;82286.47;83630.21;84128.65;86014.17;87697.74;89083.85;92046.04;94686.53;91328.13;94029.05;95698.68;97608.64;101877.01;104656.86;109850.8;110945.72;115490.77;119045.59
DE60;77993.53;82286.47;83630.21;84128.65;86014.17;87697.74;89083.85;92046.04;94686.53;91328.13;94029.05;95698.68;97608.64;101877.01;104656.86;109850.8;110945.72;115490.77;119045.59
DE600;77993.53;82286.47;83630.21;84128.65;86014.17;87697.74;89083.85;92046.04;94686.53;91328.13;94029.05;95698.68;97608.64;101877.01;104656.86;109850.8;110945.72;115490.77;:
DE7;194060.34;201132.3;201926.18;207790.51;210587.62;211664.97;218716.26;226742.2;229762.26;218883.69;226368.09;235703.03;237614.29;243406.07;253483.6;260893.51;271489.29;278736.12;289043.61
DE71;139864.63;145412.31;145399.64;149859.18;151801.83;152577.8;157596.85;163044.98;164990.64;157779.79;162703.05;169534.39;170980.54;175170.51;182456.89;187582.45;194919.38;200531;207712.89
DE711;7165.07;7638.36;7832.67;7608.52;7992.73;7994.93;8204.59;8287.2;8477.98;8448.51;8705.52;9327.06;9519.86;9947.15;10161.44;10292.96;11646.01;12217.07;:
DE712;49979.15;52599.32;52461.35;53772.96;54520.85;54586.72;56574.09;57922.84;59478.6;57148.12;57647.86;59395.62;60591.03;62755.21;65507.47;66382.45;67616.46;68895.4;:
DE713;4225.55;4326.26;4217.04;4240.55;4307.52;4230.58;4167.51;4200.37;4165.67;3994.68;4237.57;4208.71;4343.96;4355.14;4493.13;4608.66;4566.71;4625.96;:
DE714;11934.74;12292.18;12282.66;13095.27;13220.02;13245.85;13683.05;14301;14348.31;14118.95;14409.99;14765.14;15092.83;15510.12;16289.55;16432.76;17226.51;17915.36;:
DE715;5520.08;5875.35;5965.98;6309.86;6658.55;6875.59;6762.15;6975.6;7180.16;6501.21;6980.12;7116.92;7384.31;7459.33;7489.84;7643.41;7845.75;8043.77;:
DE716;5158.06;5400.78;5523.87;5534.28;5618.41;5569.47;5797.64;6170.42;6351.98;5897.43;6412.77;6834.33;6883.15;6951.8;7384.61;7815.94;7859.84;8247.26;:
DE717;8834.76;8387.39;8576.6;8967.39;8915.69;8836.07;9340.17;9630.24;9189.12;8521.17;9015.52;10110.38;9298.75;9440.7;10525.92;10566.05;11808.95;12121.12;:
DE718;8255.52;8518.3;8623.65;8828.35;8881.53;9169.11;9693.87;10340.76;10165.34;9270.77;9570.73;9111.95;9205.25;9297.73;9702.91;10068.16;10259.14;10854.45;:
DE719;9845.73;10240.65;10121.77;10515.17;10207.8;10371.3;10957.36;11100.95;11014.94;10782.89;11450.2;12293.1;12351.71;12300.26;12637.44;12965.95;13695.12;14097.12;:
DE71A;9567.8;10059.82;9183.66;9467.41;9524.31;9344.32;9689.69;10394.26;10702.75;9999.31;10035.26;11003.59;10799.4;10841.79;11269.9;11790.93;12198.46;12251.56;:
DE71B;1778.02;1865.5;1922.53;1947.69;2098.81;2084.64;2063.2;2141.74;2089.57;1935.41;2116.01;2267.84;2258.16;2271.87;2396.2;2440.55;2567.5;2556.57;:
DE71C;8816.67;9024.12;9286.48;9780.84;9772.02;10059.29;10314.71;10757.46;10789.36;10937.76;11413.23;11803.3;11786.04;12368.54;12406.14;14068.14;14626.01;15138.02;:
DE71D;3262.94;3321.76;3393.71;3487.57;3625.56;3633.49;3645.72;3806.53;3873.18;3552.97;3703.08;3902.38;3965.35;4031.91;4163.31;4332.46;4445.18;4638.05;:
DE71E;5520.55;5862.53;6007.68;6303.32;6458.05;6576.43;6703.12;7015.6;7163.69;6670.62;7005.19;7394.09;7500.74;7638.97;8029.02;8174.02;8557.72;8929.28;:
DE72;24324.23;24994.62;25258.43;25538.58;26337.29;26645.83;27429.73;28806.75;29655.57;27316.24;28260.66;29536.56;29619.81;30114.92;31502.82;32355.25;33575.64;34523.48;35924.61
DE721;6812.12;7097.07;7166.42;7241.52;7303.68;7256.09;7523.59;7878.3;8015.38;7284.93;7546.31;7799.73;7842.96;7861.03;8342.27;8623.91;9035.85;9249.53;:
DE722;6092.21;6060.57;6122.34;6292.91;6688.83;6762.34;7041.51;7416.68;7686.55;6856.8;7087.66;7574.18;7491.73;7487.9;7772.05;8052.87;8239.7;8369.53;:
DE723;3298.67;3419.29;3469.29;3540.59;3639.43;3649.59;3771.01;3951.39;4055.04;3909;4050.67;4189.64;4225.08;4340.94;4518.4;4733.66;4912.32;5143.79;:
DE724;6063.39;6286.09;6334.01;6228.25;6457.19;6733.86;6848.68;7260.08;7565.38;7055.09;7279.01;7559.46;7599.95;7894.5;8220.05;8262.3;8621.09;8894.88;:
DE725;2057.85;2131.61;2166.36;2235.31;2248.16;2243.95;2244.94;2300.31;2333.22;2210.43;2297;2413.55;2460.09;2530.55;2650.05;2682.5;2766.68;2865.76;:
DE73;29871.47;30725.34;31268.1;32392.74;32448.5;32441.33;33689.68;34890.47;35116.07;33787.65;35404.37;36632.07;37013.94;38120.65;39523.88;40955.81;42994.26;43681.63;45406.1
DE731;7003.23;7291.18;7438.39;7749.77;7697.39;7680.41;8180.4;8508.14;8562.74;8159.5;8269.75;8426.35;8501.83;8671.83;9312.86;9488.92;9873.34;10310.63;:
DE732;5229.05;5625.83;5794.4;5868.02;5755.68;5842.1;6128.89;6524.03;6536.59;6404.37;6811;6902.81;6994.75;7239.95;7436.08;7758.78;7968.95;8317.29;:
DE733;3043.84;3144.23;3155.19;3196.3;3309.94;3256.43;3371.47;3613.6;3722.68;3649.55;3823.33;3938.92;3958.72;4100.32;4215.07;4372.9;4042.63;4199.12;:
DE734;4922.68;4770.89;4958.04;5315.36;5175.74;5027.52;5157.74;5117;5243.48;4961.08;5398.92;5737.9;5663.59;5886.76;6111.76;6288.34;7714.14;7278.71;:
DE735;3677.81;3698.72;3739.68;3927.47;4094.65;4255.35;4299.42;4474.37;4449.42;4273.61;4497.84;4654.64;4798.74;4975.94;5035.93;5297.8;5382.6;5323.99;:
DE736;3878.53;4035.73;4046.67;4096.36;4223.04;4202.36;4354.16;4394.87;4354.44;4208.21;4443.85;4702.85;4794.52;4910.3;5042.79;5313.42;5542.29;5701.82;:
DE737;2116.33;2158.75;2135.73;2239.46;2192.06;2177.15;2197.61;2258.46;2246.72;2131.33;2159.68;2268.6;2301.79;2335.55;2369.38;2435.65;2470.3;2550.06;:
DE8;29085.79;29570.72;29802.35;30074.52;30569.34;30695.39;31602.64;33348.33;34291.74;33901.02;34891.46;36240;36663.53;37853.79;39425.08;40246.82;41121.7;43375.33;44450.17
DE80;29085.79;29570.72;29802.35;30074.52;30569.34;30695.39;31602.64;33348.33;34291.74;33901.02;34891.46;36240;36663.53;37853.79;39425.08;40246.82;41121.7;43375.33;44450.17
DE803;4889.49;4745.65;4784.53;4762.62;5016.49;5139.21;5080.52;5480.15;5819.46;5754.97;6069.42;6065.61;6235.65;6689.64;7032.96;7121.98;7105.19;7709.16;:
DE804;2539.85;2627.69;2673.59;2730.43;2773.8;2871.89;2850.13;2875.63;2914.42;2917.88;2930.7;3051.49;3115.03;3156.56;3381.55;3460.19;3562.63;3684.98;:
DE80J;5152.57;5247.68;5232.24;5463.44;5558.43;5413.26;5693.58;5861.61;5797.95;5769.96;5816.96;5938.33;6089.58;6160.19;6329.77;6466.34;6601.7;6984.24;:
DE80K;3525.79;3564.13;3582.69;3527.54;3528.94;3537.06;3652.36;3836.59;3996.42;3950.33;4180.96;4611.27;4459.93;4619.4;4772.08;4834.73;4991.22;5284.92;:
DE80L;3607.61;3629.19;3749.18;3803.01;3914.48;3911.37;3965.3;4251.14;4519.01;4466.2;4522.55;4685.1;4634.66;4706.88;4847.88;5015.25;5118.33;5352.14;:
DE80M;2356.7;2415.62;2466.69;2457.19;2493.15;2562.33;2809.35;2921.38;2933.91;2807.47;2853.23;3049.21;3035.75;3209.24;3334.34;3392.04;3402.97;3527.77;:
DE80N;3803.19;3861.03;3866.48;3884.41;3893.73;3890.04;4052.73;4327.33;4474.59;4456.22;4620.37;4708.44;4801.5;4966.98;5190.74;5347.22;5525.81;5787.42;:
DE80O;3210.58;3479.73;3446.95;3445.89;3390.32;3370.24;3498.67;3794.49;3835.98;3778.01;3897.27;4130.56;4291.43;4344.89;4535.75;4609.07;4813.85;5044.68;:
DE9;183098.86;186360.66;184856.87;185877.56;190738.77;194656.97;203686.51;212243.34;217912.05;208656.08;221883;235409.04;240648.7;244203.47;255034.82;257615.75;276508.75;284800.52;292532.51
DE91;42653.16;43799.29;42183.55;42740.08;43906.6;44989.81;46422.74;49065.8;49217.44;45679.31;50629.04;55037.07;56007.87;57049.21;60048.63;57713.38;68332.25;68983.6;70732.9
DE911;7848.57;7879.24;7833.31;8041.8;8309.24;8288.36;8595.34;8904.43;9036.03;8744.88;9266.97;9898.47;10086.87;10242.14;10880.92;10757.53;11797.93;12379.51;:
DE912;3609.87;3533.23;3482.6;3550.75;4066.34;3908.56;3987.76;4242.95;4146.23;3498.33;4087.11;4413.76;4333.92;4522.97;4748.67;4324.82;5116.45;5496.49;:
DE913;9722.52;10565.38;9355.06;9715.54;8922.5;10387.32;10304.98;11046.01;10984.37;9788.43;12898.34;14748.11;15351.68;15518.53;16580.52;13993.21;21912.09;20818.07;:
DE914;2339.98;2370.45;2403.48;2338.41;2498.67;2507.87;2653.41;2658.98;2703.9;2705.98;2717.62;2902.02;2971.98;3248.11;3479.66;3908.02;3838.51;3869.15;:
DE916;2997.89;3124.16;2950.57;2926.86;3304.8;3143.64;3275.17;3270.02;3285.26;3056.34;3247.36;3395.71;3445.82;3452.17;3532.05;3614.99;3799.07;4014.2;:
DE917;1527.55;1564.76;1433.88;1412.8;1443.39;1458.28;1448.04;1548.34;1652.85;1512.37;1599.59;1681.6;1700.17;1791.34;1790.33;1817.56;1861.3;1797.23;:
DE918;2794.68;2859.77;2853.46;2708.8;2820.39;2770.08;2843.42;3003.41;3093.84;3051.46;3110.55;3311.71;3327.5;3368.23;3502.17;3576.67;3778.6;3899.91;:
DE91A;2090.14;2160.27;2131.06;2104.85;2300.82;2172.5;2389.82;2647.89;2764.21;2421.8;2410;2621.47;2653.59;2659.16;2777.97;2769.02;2817.5;2800.66;:
DE91B;1580.58;1618.21;1568.82;1615.31;1641.82;1638.51;1765.84;1962.04;2003.44;1851.83;1915.06;2054.96;2134.91;2249.59;2338.91;2342.58;2400.73;2435.97;:
DE91C;8141.38;8123.82;8171.3;8324.96;8598.63;8714.69;9158.96;9781.73;9547.31;9047.88;9376.45;10009.28;10001.42;9996.97;10417.44;10608.98;11010.05;11472.41;:
DE92;54789.51;55230.85;55865.21;55917.38;56471.62;58950.39;61909.47;62924.6;64877.59;62408.59;65191.71;68977.07;70039.37;70137.46;72780.66;74157.99;78107.82;80442.71;82753.09
DE922;4254.55;4404.26;4386.08;4422.05;4656.79;4560.02;4829.52;5058.53;5174.58;4837.8;5183.41;5625;5673.78;5782.43;6050.93;6091.58;6441.32;6692.9;:
DE923;3809.4;3716.41;3770.87;3379.71;3636.39;3798.3;4004.76;3967.15;4381.46;4210.35;4435.08;4597.83;4578.67;4504.16;4672.48;4742.52;4874.87;5001.84;:
DE925;5591.66;5612.48;5860.68;6025.36;6023.82;6005.85;6064.85;6157.45;6366.82;6078.29;6336.88;6707.03;6890.27;6806.6;7152.71;7314.61;7515.64;7736.92;:
DE926;1629.15;1594.11;1610.38;1583.36;1535.63;1536.68;1624.19;1708.89;1733.06;1671.53;1870.91;1850.87;1888.35;1996.79;1950.81;2012.46;2178.85;2240.99;:
DE927;2643.55;2696.33;2663.9;2388.69;2545.71;2486.28;2674.89;2779.07;2781.19;2677.57;2837.22;2997.53;3156.37;3332.3;3501.54;3588.3;3551.83;3727.96;:
DE928;2913.45;2986.8;2867.89;2944.76;2893.81;2877.36;3032.8;3099.38;3039.19;2935.75;3086.56;3195.32;3343.36;3379.79;3537.51;3680.02;3787.44;3952.97;:
DE929;33947.76;34220.47;34705.4;35173.44;35179.47;37685.9;39678.46;40154.13;41401.3;39997.29;41441.65;44003.49;44508.56;44335.38;45914.68;46728.5;49757.86;51089.13;:
DE93;30864.52;31178.94;31279.57;31413.47;32187.27;32305.2;33718.91;35324.48;36222.79;35486.71;36932.42;38735.44;40235.06;41200.5;43462.9;44564.43;45477.1;47118.8;48437.61
DE931;4011.13;3814.49;3784.15;3633.5;3552.06;3510.3;3777.24;3988.6;4163.57;4106.47;4258.03;4415.51;4656.27;4714.13;4898.05;5053.98;5083.13;5221.15;:
DE932;2956.55;3027.93;3013.83;3079.5;3138.65;3108.28;3210.37;3376.49;3418.5;3352.92;3495.39;3589.64;3957.7;4042.38;4376.13;4340.68;4266.94;4465.2;:
DE933;3538.93;3510.39;3588.8;3663.36;3748;3750.86;3954.34;4105.18;4385.61;4328.92;4484.46;4780.66;5124.16;5105.82;5413.81;5730.89;5835.3;6084.61;:
DE934;814.82;818.3;828.31;824.32;874.1;865.26;931.01;922.71;950.36;880.16;921.67;999.28;1009.13;1072.22;1143;1144.57;1221.69;1235.22;:
DE935;3080.53;3166.7;3176.07;3252.05;3346.47;3415.48;3422.51;3630.51;3685.93;3609.31;3798.51;4104.84;4029.65;4259.48;4514.64;4720.69;4824.78;5019.48;:
DE936;1572.14;1671;1668.3;1705.83;1750.84;1695.73;1781.71;1785.07;1825.7;1802.92;1899.5;1967.85;1989.18;1972.5;2088.83;2116.52;2221.78;2278.79;:
DE937;3095.9;3153.68;3078.42;3076.55;3243.87;3283.28;3564.91;3909.75;3956.07;3840.75;4123.92;4354.99;4573.83;4806.18;5028.49;5040.94;5211.28;5428.25;:
DE938;2970.29;3049.65;3150.54;3452.41;3471.04;3341.34;3547.27;3739.17;3597.89;3605.29;3702.71;3848.4;3932.17;3891.56;4093.8;4238.99;4321.29;4483.47;:
DE939;4222.49;4414.87;4374.59;4160.45;4425.25;4752.18;4714.84;4703.34;4952.2;4788.17;4922.24;5095.79;5169.87;5383.71;5605.31;5899.3;5991.94;6175.1;:
DE93A;1678.7;1688.13;1744.28;1746.03;1792.04;1736.54;1789.48;1916.14;2056.35;1970.02;1999.78;2133.3;2204.67;2223.69;2389.35;2357.29;2460.42;2534.31;:
DE93B;2923.05;2863.81;2872.29;2819.47;2844.94;2845.96;3025.21;3247.52;3230.62;3201.78;3326.2;3445.18;3588.41;3728.84;3911.5;3920.58;4038.54;4193.21;:
DE94;54791.67;56151.58;55528.55;55806.63;58173.28;58411.58;61635.4;64928.47;67594.22;65081.46;69129.84;72659.46;74366.41;75816.29;78742.64;81179.95;84591.59;88255.41;90608.92
DE941;1221.3;1236.67;1253.86;1251.49;1327.75;1332.97;1388.69;1435.11;1418.95;1425.19;1431.66;1485.12;1528.1;1522.01;1589.92;1687.12;1707.59;1761.44;:
DE942;2242.42;2370.79;2078.5;2056.98;2002.07;2108.09;2295.55;2387.42;2259.62;2116.83;2613.78;2807.99;2767.64;2805.54;2945.92;2742.93;3499.42;3436.58;:
DE943;5233.93;5411.87;5510.23;5307.38;5485.31;5500.91;5621.62;6081.89;5991.62;6396.73;6236.35;6442.71;6494.23;6430.54;6603.19;6845.98;7289.65;7614.19;:
DE944;6249.22;6000.68;6082.92;6067.67;6326.82;6191.25;6478.79;6780.69;6916.64;6091.26;6358.59;6896.92;6826.06;7067.03;7450.19;7751.97;7844.01;8235.75;:
DE945;2584.48;2504.47;2313.68;2415.99;2587.35;2437.72;2622.23;2694.51;2867.72;2779.35;2788.94;2821.82;2794.47;2790.5;2901.53;2949.51;2994.89;3123.23;:
DE946;2037.62;2161.23;2184.42;2059.18;2202.43;2166.92;2275.31;2421.92;2524.65;2543.06;2665.5;2879.76;2953.6;3086.3;3200.54;3296.23;3420.62;3688.73;:
DE947;2969.79;3063.97;3004.77;3024.69;3098.2;3121.95;3174.47;3312.42;3498.52;3498.11;3651.74;3826.72;3986.91;4220.19;4568.36;4727.57;4860.43;5129.7;:
DE948;2983.22;3303.3;3215.28;3123.15;3300.8;3354.39;3560.37;3703.08;3899.17;3893;4403.01;4568.18;4743.22;4764.5;4988.49;5161.33;5415.55;5696.64;:
DE949;7448.54;7513.4;7458.76;7997.84;8640.87;8403.48;9206.51;9775.43;10389.91;9842.74;10343.63;11107.26;11543.22;11442.44;11732.49;12007.87;12779.76;13456.91;:
DE94A;1966.38;2048.8;2022.59;1998.46;1882.87;1912.35;1889.91;1912.54;1987.45;1912.95;2026.5;2079.95;2172.15;2166.02;2324.23;2512.89;2568.54;2707.56;:
DE94B;2636.44;2480.18;2428.01;2469.91;2595.34;2575.21;2848.2;3033.56;3195.06;3061.72;3168.22;3514.94;3724.96;3861.17;4073.13;4153.15;4067.87;4233.37;:
DE94C;2766.41;2955.61;2891.4;2822.15;2932.88;3056.69;3187.18;3512.97;3817.73;3821.64;3967.05;4088.97;4114.84;4402.26;4463.93;4558.6;4352.42;4586.98;:
DE94D;1950.18;1980.8;1960.63;1965.22;2050.23;2031.13;2283.41;2300.95;2374.71;2172.1;2319.17;2437.66;2520.09;2681.53;2871.62;2894.88;2925.07;3068.56;:
DE94E;6266.57;6455.32;6560.57;6728.52;6949.47;7153.11;7545.75;7960.48;8150.28;7599.63;8340.67;8769.36;8882.19;9221.56;9572.71;9950.02;10378.17;10771.37;:
DE94F;3184.69;3323.56;3478.41;3489.46;3590.94;3664.64;3890.96;4184.6;4354.2;4136.51;4478.76;4887.49;5144.31;5492.94;5533.41;5752.04;5961.99;6131.75;:
DE94G;2161.51;2421.67;2189.35;2108.38;2249.62;2457.16;2372.18;2400.74;2902.43;2730.81;3223.67;2845.68;2872.35;2587.4;2614.48;2839.15;3116.66;3177.89;:
DE94H;888.98;919.26;895.16;920.16;950.32;943.59;994.27;1030.16;1045.56;1059.84;1112.61;1198.93;1298.06;1274.38;1308.53;1348.71;1408.95;1434.75;:
DEA;467099.92;477902.07;485518.39;486204.92;499587.44;505516.36;523495.96;554768.32;568721.9;546815.9;562219.93;586307.88;593247.87;605677.19;628327.59;645291.45;659124.3;679400.32;697071.85
DEA1;147859.08;153377.65;154580.94;155917.83;160463.77;162050.92;165979.48;177347.25;185157.51;176644.71;179115.1;185965.39;186562.93;189740.19;196846.75;200652.89;204046.59;210368.52;215671.85
DEA11;34264.3;36788.04;36167.2;36740.98;37577.68;37566.19;38655.77;41957.47;43936.07;41171.34;42005.3;42606.57;42454.69;44735.72;46174.16;47197.58;47774.05;48845.68;:
DEA12;12733.83;12788.76;12766.65;13455.11;13844.07;14388.23;14308.3;15502.82;16117.6;14637.99;14922.39;16058.45;16179.62;15886.96;16564.48;16528.67;16289.68;17537.64;:
DEA13;17771.95;18420.6;18640.46;19275.9;19251.32;18625.54;19506.1;21044.13;23050.82;23010.51;23299.64;23982.36;22692.46;22867.22;23545.2;23961.65;24059.06;24597.65;:
DEA14;7307.06;7258.05;7556.19;7461.83;8064.9;7948.48;7787.73;8412.3;8327.07;7547.37;7766.14;8004.74;8040.63;7887.9;8018.26;8063.14;8308.68;8942.95;:
DEA15;6079.12;6557.91;6400.69;6192.88;6228.84;6300.17;6464.33;7062.57;7037.67;6775.53;6990.02;7304.33;7583.71;7602.85;7859.24;8228.56;8496.21;8764.04;:
DEA16;4190.73;4428.61;4438.83;4425.11;4414;4819.26;5033.91;5573.69;5807.97;5500.21;5299.56;5484.12;5666.41;5391.22;5781.38;5570.9;5530.26;5904.69;:
DEA17;4382.34;4327.23;4707.66;4565.99;4755.34;4713.7;4972.25;4754.54;5022.02;5043.02;4969.23;5415.34;5318.7;5647.64;5718;5819.87;5690.15;5567.9;:
DEA18;3173.37;3205.65;3077.03;3289.2;3214.99;3210.64;3323.91;3463.27;3523.47;3113.67;3273.54;3560.61;3623.03;3582.17;3771.34;3713.3;3789.4;3846.77;:
DEA19;3491.15;3493.43;3439.53;3479.61;3616.36;3737;3816.6;4080.75;4074.5;3773.26;3876.72;4002.89;4190.21;4346.05;4478.24;4715.64;4895.18;4946.35;:
DEA1A;10151.23;9738.6;9749.84;9599.61;9949.13;10060.88;10176.99;10530.91;10673.27;10459.02;10568.03;10993.13;11016.95;11215.73;11948.74;12327.42;12883.37;12812.92;:
DEA1B;5270.96;5551.76;5906.93;5765.83;5831.99;5863.82;6121.13;6545.14;7174.34;6897.69;6866.65;7396.29;7547.55;7877.78;8327.93;8410.82;8932.57;9290.94;:
DEA1C;13268.11;13730.42;13719.39;13741.01;14074.35;14746.62;15130.48;16513.46;16942.82;16167.74;16275.57;17107.65;16976.32;16846.65;17519.57;17912.41;18656.6;19639.62;:
DEA1D;11359.85;12472.05;13033.05;13011.91;13994.36;14046.33;14425.33;15174.46;15360.01;15106.86;15299.55;15604.26;16482.66;16572.66;16993.15;17723.13;17863.3;18348.25;:
DEA1E;6209.32;6263.47;6230.04;6251.99;6562.97;6638.39;6671.39;6954.5;7370.87;7023.14;7056.02;7343.01;7405.37;7524.77;7953.18;8114.72;8271.5;8383.39;:
DEA1F;8205.74;8353.08;8747.43;8660.87;9083.47;9385.66;9585.25;9777.23;10739.03;10417.35;10646.75;11101.65;11384.62;11754.87;12193.86;12365.08;12606.59;12939.74;:
DEA2;125437.33;127970.77;133142.82;130784.48;133951.12;133951.82;140317.51;148000.86;148269.59;145834.72;149410.75;155076.62;157528.63;162083.93;168089.32;176150.61;179870.81;186031.65;190785.37
DEA22;16736.07;17210.07;20399.26;17180.65;17647.53;17675;19764.47;20603.69;21468.53;22216.3;21733.24;21958.6;20895.31;22529.7;20952.72;21346.85;22108.11;23153.04;:
DEA23;41772.94;44133.46;43652.8;43679.16;44862.33;44128.27;47088.8;49865.2;48087.11;48100.93;49512.74;50671.12;51661.38;53613.72;57189.14;62376.32;62854.38;64252.26;:
DEA24;6863.7;6404.16;6952.05;6960.06;7083.76;6740.31;6417.91;6849.46;6572.68;6004.22;6696.98;7114.43;7023.83;6675.02;7002.64;7078.24;7521.64;8140.67;:
DEA26;5458.27;5353.49;5382.06;5420.45;5616.46;5622.33;5878.13;6031.35;6386.13;6134.36;6245.86;6485.54;6658.53;6755.69;6922.25;7115.92;7301.06;7544.73;:
DEA27;10358.47;10670.52;10826.75;11268.08;11447.48;11668.25;12237.14;12780.55;12759.86;12631.74;12613.85;13424.06;14202.08;14404.26;14686.68;15566.01;16144.38;16904.71;:
DEA28;3583.23;3587.09;3743.68;3950.81;4015.19;4031.2;4169.53;4423.02;4388.33;4085.95;4239.57;4424.21;4420.87;4564.43;4667.37;4665.44;4965.63;5192.52;:
DEA29;3860.09;3933.95;4124.92;4155.52;4253.33;4410.44;4452.54;4673.43;4760.8;4624.04;4692.09;5019.33;5333.38;5537.39;5747.78;5894.4;6083.63;6359.01;:
DEA2A;6587.9;6797.18;6692.77;6614.58;6789.62;6995.68;7345.58;7897.25;8001.4;7166.48;7555.01;8150.51;8269.61;8396.72;8740.84;9202;9474.38;9691.68;:
DEA2B;5397.02;5359.84;5459.81;5443.77;5418.88;5672.95;5659.31;5841.92;5879.87;5737.69;5783.27;6175.58;6260.2;6364.54;6716.29;6859.35;7118.24;7338.15;:
DEA2C;10897;10828.33;11289.88;11890.55;11959.03;12302.92;12381.85;13111.63;13772.78;13348.97;13921.1;14784.83;15144.2;15772.86;16472.98;16538.19;16171.73;16799.73;:
DEA2D;13922.63;13692.68;14618.83;14220.85;14857.52;14704.46;14922.25;15923.37;16192.1;15784.03;16417.04;16868.42;17659.24;17469.6;18990.63;19507.89;20127.64;20655.14;:
DEA3;56879.11;58351.67;58622.68;59344.14;61791.26;62834.8;65667.22;69328.32;71563.2;67995.86;71135.97;74255.34;75450.49;76772.65;79144.16;80899.72;83025.57;85809.13;88112.82
DEA31;1829.12;1869.52;1827.25;1791.66;1811.65;1954.2;1978.92;2042.89;2289.26;2177.07;2285.53;2304.19;2417.84;2346.71;2281.44;2378.75;2493.51;2566.12;:
DEA32;6184.07;6077.63;5840.74;5850.87;6178.66;6269.1;6718.11;7124.17;7130.05;6736.29;7429.81;7477.1;7485.74;7460.51;7308.11;7445.38;7573.38;7694.61;:
DEA33;12339.5;12747.63;12984.55;13463.17;13941.97;14156;15009.39;15601.96;16348.95;14467.37;14611.81;15043.5;15309.1;15861.78;16456.02;16782.12;17056.78;17696.13;:
DEA34;7967.66;8099.51;8029.17;8084.9;8373.75;8583.69;8989.6;9510;9980.33;9680.94;10310.35;10922.05;11174.44;11451.57;11977.11;12502.66;12922.51;13398.51;:
DEA35;3971.16;4060.25;4017.84;4138.91;4247.49;4383.9;4528.68;4909.98;4698.74;4687.18;4835.05;5113.8;5289.58;5346.36;5547.88;5636.79;6038.19;6263.09;:
DEA36;10212.9;11036.2;11223.52;11040.15;11892.38;11844.04;12085.81;12494.13;13335.31;13091.87;13791.22;14450.2;14379.55;14518.42;15027.53;15068.97;14931.75;15496.06;:
DEA37;8552.93;8674.65;8787;8913.12;9170.99;9438.25;9935.06;10696.39;10816.49;10288.84;10881.5;11569.47;11806.26;11964.22;12602.89;13047.5;13642.72;14087.27;:
DEA38;5821.78;5786.3;5912.61;6061.37;6174.37;6205.64;6421.65;6948.8;6964.06;6866.3;6990.69;7375.03;7587.97;7823.07;7943.19;8037.54;8366.73;8607.34;:
DEA4;51565.08;52186.11;52353.46;52488.51;53434.41;54786.23;56613.78;60399.25;61092.9;58640.8;60449.6;64101.02;65665.38;67684.97;70614.93;71699.08;74090.09;75706.12;77738.8
DEA41;8824.71;9215.95;9045.43;9091.66;9198.87;9451.01;9598.01;10318.43;10416.28;10182.52;10369.32;11021.09;11271.82;11637.88;12110.63;12338.67;12639.59;12938.77;:
DEA42;10442.53;10804.4;10774.52;10672.68;11097.21;11378.57;12099.48;12933.96;13115.27;12646;13206;14214.68;14545.19;15132.45;15764.81;15742.71;16447.72;16655.65;:
DEA43;6266.66;6284.19;6447.47;6523.81;6556.03;6669.26;6602.14;6880.93;6854.67;6644.03;6740.8;7030.18;7229.15;7538.02;7757.23;7976.9;8185.93;8386.7;:
DEA44;2890.23;2904.41;2854.01;2906.12;2962;2968.15;3088.57;3263.01;3224.08;3147;3205.17;3386.42;3456;3519.11;3618.62;3785.65;3785.61;3925.25;:
DEA45;7632.43;7694.49;7639.97;7556.68;7629.89;7801.83;8124.52;8610.91;8573.26;8038.08;8425.31;8887.12;9133.97;9328.74;9682.34;9905.97;10061.4;10328.8;:
DEA46;8682.38;8425.46;8636.46;8855.53;8761.52;9134.86;9274.06;9785.95;10120.76;9617.31;9977.6;10749.45;10846.01;11095.07;11649.19;11877.59;12394.69;12610.58;:
